"Date Time, GMT+00:00",Temp,albedo,SW_down,melt_rate,SOY,DOY,qsuh_mmh,Qsuh_m3s
2017-07-02 18:00:00,-4.15587296037296,0.9575536857968104,591.8,0.0,15789600.000000002,182.75000000000003,0.0,0.0
2017-07-02 19:00:00,-4.275564653361345,0.9575536857968104,508.2,0.0,15793200.000000002,182.7916666666667,0.0,0.0
2017-07-02 20:00:00,-4.350053143274853,0.9575536857968104,428.4,0.0,15796800.000000002,182.83333333333337,0.0,0.0
2017-07-02 21:00:00,-4.445563817523057,0.9575536857968104,353.8,0.0,15800400.000000002,182.87500000000003,0.0,0.0
2017-07-02 22:00:00,-4.686333333333333,0.9575536857968104,316.8,0.0,15804000.000000002,182.9166666666667,0.0,0.0
2017-07-02 23:00:00,-5.0584791666666655,0.9575536857968104,235.4,0.0,15807600.000000002,182.95833333333337,0.0,0.0
2017-07-03 00:00:00,-5.588364583333332,0.8919600985613229,140.4,0.0,15811200.000000002,183.00000000000003,0.0,0.0
2017-07-03 01:00:00,-6.121447916666666,0.8919600985613229,67.4,0.0,15814800.000000002,183.0416666666667,0.0,0.0
2017-07-03 02:00:00,-6.434989583333333,0.8919600985613229,28.0,0.0,15818400.000000002,183.08333333333337,0.0,0.0
2017-07-03 03:00:00,-6.570885416666666,0.8919600985613229,11.6,0.0,15822000.000000002,183.12500000000003,0.0,0.0
2017-07-03 04:00:00,-6.584843750000001,0.8919600985613229,10.0,0.0,15825600.000000002,183.1666666666667,0.0,0.0
2017-07-03 05:00:00,-6.631364583333332,0.8919600985613229,13.2,0.0,15829200.000000002,183.20833333333337,0.0,0.0
2017-07-03 06:00:00,-6.517104166666668,0.8919600985613229,37.2,0.0,15832800.000000002,183.25000000000003,0.0,0.0
